wind_speed;wind_direction;air_temperature;air_relhumidity;smp10;pqsl;soil_moisture;soil_tempblue;soil_tempred;air_pressure;precipitation;created_at
0.88;218;20.12;43.81;369;635.58;0.13;25.1;24.19;1013.81;0;2022-05-12T12:20:26.958Z
0.93;235;20.14;43.8;371;638.54;0.13;25.1;24.19;1013.85;0;2022-05-12T12:20:37.861Z
0.93;278;20.15;43.75;374;643.85;0.13;25.1;24.19;1013.85;0;2022-05-12T12:20:48.775Z
0.57;145;20.17;43.71;378;650.71;0.13;25.1;24.19;1013.88;0;2022-05-12T12:20:59.754Z
0.24;68;20.22;43.78;384;669.28;0.13;25.1;24.17;1013.81;0;2022-05-12T12:21:10.670Z
0.1;55;20.23;43.88;391;672.08;0.13;25.1;24.17;1013.81;0;2022-05-12T12:21:21.572Z
0.58;228;20.26;44.06;392;671.77;0.13;25.1;24.16;1013.81;0;2022-05-12T12:21:32.487Z
0.3;48;20.3;44.19;392;673.02;0.13;25.1;24.16;1013.88;0;2022-05-12T12:21:43.423Z
0.62;148;20.31;44.23;393;675.05;0.13;25.1;24.14;1013.78;0;2022-05-12T12:21:54.647Z
1.25;138;20.34;44.31;394;678.01;0.13;25.1;24.14;1013.81;0;2022-05-12T12:22:05.537Z
2.32;200;20.36;44.62;397;681.76;0.13;25.1;24.14;1013.81;0;2022-05-12T12:22:16.484Z
1.92;155;20.34;44.67;400;685.97;0.13;25.23;24.13;1013.81;0;2022-05-12T12:22:27.389Z
1.85;150;20.34;44.65;406;695.02;0.13;25.23;24.13;1013.81;0;2022-05-12T12:22:38.335Z
1.09;210;20.33;44.69;424;731.99;0.13;25.23;24.11;1013.88;0;2022-05-12T12:22:49.281Z
2.07;225;20.31;44.03;479;821.23;0.13;25.23;24.11;1013.85;0;2022-05-12T12:23:00.228Z
2.19;148;20.28;43.54;439;749.93;0.13;25.23;24.1;1013.85;0;2022-05-12T12:23:11.141Z
1.99;230;20.26;43.41;426;729.96;3.57;29.02;24.08;1013.56;0;2022-05-12T12:23:22.087Z
2.15;308;20.23;43.86;413;706.09;0.13;25.23;24.06;1013.81;0;2022-05-12T12:23:33.043Z
0.8;115;20.22;43.79;409;702.04;0.13;25.23;24.06;1013.88;0;2022-05-12T12:23:43.967Z
1.31;270;20.22;43.72;407;699.54;0.13;25.23;24.05;1013.85;0;2022-05-12T12:23:54.915Z
1.43;198;20.22;43.96;406;697.51;0.13;25.23;24.03;1013.85;0;2022-05-12T12:24:05.830Z
1.2;215;20.22;44.3;405;695.17;0.13;25.23;24.03;1013.85;0;2022-05-12T12:24:16.766Z
1.07;175;20.22;44.38;403;691.74;0.13;25.23;24.02;1013.85;0;2022-05-12T12:24:27.636Z
0.76;178;20.22;44.37;401;689.71;0.13;25.37;24.02;1013.85;0;2022-05-12T12:24:38.583Z
0.84;235;20.23;44.38;404;697.51;0.13;25.37;24;1013.85;0;2022-05-12T12:24:49.508Z
0.47;140;20.25;44.5;413;710.62;0.13;25.36;23.99;1013.85;0;2022-05-12T12:25:00.487Z
1.34;278;20.28;44.7;397;676.76;0.13;25.37;23.99;1013.88;0;2022-05-12T12:25:11.446Z
0.97;280;20.28;44.55;396;683.79;0.13;25.37;23.97;1013.88;0;2022-05-12T12:25:22.415Z
1.36;278;20.3;44.29;427;743.85;0.13;25.37;23.97;1013.88;0;2022-05-12T12:25:33.371Z
1.56;258;20.3;43.89;703;1207.97;0.13;25.23;23.97;1013.88;0;2022-05-12T12:25:44.331Z
2.71;245;20.31;43.81;448;758.83;0.13;25.23;23.97;1013.85;0;2022-05-12T12:25:55.266Z
3.99;245;20.28;43.29;398;683.63;0.13;25.23;23.97;1013.85;0;2022-05-12T12:26:06.180Z
2.42;248;20.26;42.87;392;673.96;0.13;25.23;23.97;1013.85;0;2022-05-12T12:26:17.129Z
3.51;213;20.22;42.79;391;674.42;0.13;25.23;23.97;1013.88;0;2022-05-12T12:26:28.153Z
2.78;198;20.19;42.93;398;687.84;0.13;25.23;23.97;1013.91;0;2022-05-12T12:26:39.120Z
2.16;213;20.17;43.32;449;784.41;0.13;25.23;23.97;1013.85;0;2022-05-12T12:26:50.077Z
1.68;190;20.11;43.58;487;787.06;0.13;25.23;23.95;1013.81;0;2022-05-12T12:27:01.035Z
2.15;215;20.08;43.4;605;1044.94;0.13;25.23;23.95;1013.91;0;2022-05-12T12:27:11.991Z
0.87;260;20.06;43.61;641;1073.03;0.13;25.23;23.94;1013.85;0;2022-05-12T12:27:22.926Z
1.52;260;20.04;43.81;606;1006.25;0.13;25.23;23.94;1013.88;0;2022-05-12T12:27:33.928Z
2.03;225;20.03;43.97;540;914.52;0.13;25.24;23.94;1013.94;0;2022-05-12T12:27:44.842Z
2.05;208;20.03;44.09;462;795.8;3.58;29.03;23.92;1013.88;0;2022-05-12T12:27:55.822Z
2.95;223;20.01;43.96;453;785.97;0.13;25.36;23.92;1013.85;0;2022-05-12T12:28:06.736Z
3.35;195;19.98;43.23;469;814.36;0.13;25.37;23.92;1013.85;0;2022-05-12T12:28:17.781Z
3.97;235;19.95;42.62;440;761.01;0.13;25.37;23.92;1013.81;0;2022-05-12T12:28:28.738Z
2.73;228;19.92;42.59;429;738.54;0.13;25.37;23.91;1013.91;0;2022-05-12T12:28:39.609Z
3.78;168;19.86;43.01;423;727;0.13;25.37;23.91;1013.88;0;2022-05-12T12:28:50.578Z
4.37;225;19.81;42.99;421;727.62;0.13;25.1;23.89;1013.81;0;2022-05-12T12:29:01.524Z
2.91;245;19.78;42.87;423;731.21;0.13;25.1;23.89;1013.85;0;2022-05-12T12:29:12.526Z
2.53;255;19.75;43.06;423;732.77;0.13;25.1;23.88;1013.85;0;2022-05-12T12:29:23.461Z
2.39;225;19.71;43.2;420;725.75;0.13;25.1;23.88;1013.88;0;2022-05-12T12:29:34.462Z
2.25;178;19.68;43.46;425;738.23;0.13;25.1;23.86;1013.81;0;2022-05-12T12:29:45.388Z
2.01;175;19.67;43.32;431;746.5;0.13;25.1;23.84;1013.81;0;2022-05-12T12:29:56.718Z
1.31;255;19.65;43.22;457;794.24;0.13;25.1;23.84;1013.78;0;2022-05-12T12:30:07.643Z
2.54;208;19.64;43.6;469;815.77;0.13;25.1;23.83;1013.81;0;2022-05-12T12:30:18.600Z
2.37;228;19.62;43.53;633;1084.73;0.13;25.1;23.83;1013.85;0;2022-05-12T12:30:29.525Z
1.25;243;19.6;43.28;637;1080.98;0.13;25.1;23.81;1013.81;0;2022-05-12T12:30:40.481Z
0.68;230;19.59;43.48;642;1149.94;0.13;25.1;23.81;1013.85;0;2022-05-12T12:30:51.396Z
1.48;253;19.57;43.77;690;1163.67;0.13;25.1;23.8;1013.85;0;2022-05-12T12:31:02.354Z
1.22;218;19.57;43.89;672;1137.77;3.57;28.89;23.8;1013.63;0;2022-05-12T12:31:13.291Z
1.46;265;19.57;44.25;694;1165.69;0.13;24.96;23.8;1013.88;0;2022-05-12T12:31:24.215Z
1.73;255;19.57;44.39;735;1236.83;0.13;24.96;23.81;1013.91;0;2022-05-12T12:31:35.186Z
1.53;228;19.59;44.54;734;1233.56;0.13;24.96;23.81;1013.88;0;2022-05-12T12:31:46.155Z
1.67;173;19.59;44.65;748;1258.68;0.13;24.96;23.83;1013.85;0;2022-05-12T12:31:57.145Z
1.63;213;19.6;45.05;730;1221.55;0.13;24.96;23.84;1013.91;0;2022-05-12T12:32:08.114Z
1.2;208;19.6;45.4;727;1225.91;0.13;24.96;23.84;1013.88;0;2022-05-12T12:32:19.048Z
1.42;288;19.62;45.27;758;1277.55;0.13;24.96;23.86;1013.91;0;2022-05-12T12:32:30.018Z
1.73;268;19.64;44.79;770;1279.74;0.13;24.96;23.88;1013.91;0;2022-05-12T12:32:40.922Z
1.5;235;19.65;44.3;758;1281.61;0.13;24.96;23.91;1013.91;0;2022-05-12T12:32:51.847Z
1.42;235;19.67;43.84;777;1308.6;0.13;24.96;23.92;1013.91;0;2022-05-12T12:33:02.781Z
1.86;270;19.68;43.7;765;1290.97;0.13;24.96;23.94;1013.91;0;2022-05-12T12:33:13.717Z
1.82;243;19.7;43.71;771;1295.49;0.13;24.96;23.95;1013.91;0;2022-05-12T12:33:24.687Z
2.07;178;19.71;43.83;776;1303.76;0.13;24.96;23.97;1013.91;0;2022-05-12T12:33:35.624Z
1.73;265;19.73;43.95;767;1289.25;0.13;24.96;24;1013.91;0;2022-05-12T12:33:46.669Z
1.88;258;19.73;43.81;747;1254;0.13;24.96;24.02;1013.91;0;2022-05-12T12:33:57.693Z
1.73;228;19.75;43.91;726;1219.21;0.13;24.96;24.03;1013.91;0;2022-05-12T12:34:08.652Z
1.06;235;19.76;44.02;725;1215.15;0.13;24.96;24.06;1013.91;0;2022-05-12T12:34:19.576Z
0.86;265;19.81;44.25;723;1152.12;0.13;24.96;24.08;1013.91;0;2022-05-12T12:34:30.500Z
1.24;198;19.82;44.41;653;1112.34;0.13;24.96;24.13;1013.94;0;2022-05-12T12:34:41.457Z
2.89;178;19.86;44.29;668;1137.15;0.13;24.96;24.14;1013.91;0;2022-05-12T12:34:52.469Z
3.07;248;19.87;43.73;664;1126.07;0.13;24.96;24.17;1013.94;0;2022-05-12T12:35:03.459Z
2.05;258;19.87;43.47;657;1109.69;0.13;24.96;24.19;1013.88;0;2022-05-12T12:35:14.471Z
1.97;198;19.89;43.21;673;1142.14;0.13;24.96;24.21;1013.91;0;2022-05-12T12:35:25.616Z
2.54;190;19.89;42.96;695;1172.09;0.13;24.96;24.24;1013.94;0;2022-05-12T12:35:36.990Z
1.73;258;19.87;42.85;721;1215.31;3.6;28.78;24.24;1013.94;0;2022-05-12T12:35:48.189Z
1.8;180;19.89;43.27;722;1213.75;0.13;25.1;24.25;1013.91;0;2022-05-12T12:35:59.400Z
1.9;173;19.89;43.48;709;1190.66;0.13;25.1;24.27;1013.91;0;2022-05-12T12:36:10.313Z
1.27;198;19.9;43.91;712;1204.07;0.13;25.1;24.27;1013.91;0;2022-05-12T12:36:21.270Z
1.42;288;19.92;44;709;1192.37;0.13;25.1;24.3;1013.91;0;2022-05-12T12:36:32.293Z
0.72;225;19.93;43.86;695;1169.13;0.13;25.1;24.3;1013.91;0;2022-05-12T12:36:43.494Z
0.78;218;19.95;43.81;691;1162.73;0.13;25.1;24.32;1013.88;0;2022-05-12T12:36:54.483Z
1.11;133;19.97;43.94;697;1169.44;0.13;25.1;24.33;1013.94;0;2022-05-12T12:37:05.540Z
1.46;178;20;44.43;703;1182.23;0.13;25.1;24.33;1013.91;0;2022-05-12T12:37:16.465Z
1.26;140;20.01;44.87;703;1178.33;0.13;25.1;24.35;1013.91;0;2022-05-12T12:37:27.347Z
1.87;173;20.03;44.91;711;1189.56;0.13;25.1;24.35;1013.94;0;2022-05-12T12:37:38.348Z
1.79;258;20.04;44.57;721;1212.19;0.13;25.1;24.36;1013.97;0;2022-05-12T12:37:49.283Z
2.32;208;20.04;44.28;719;1207.97;0.13;25.1;24.36;1013.91;0;2022-05-12T12:38:00.207Z
1.94;268;20.08;43.82;711;1216.55;0.13;25.23;24.38;1013.91;0;2022-05-12T12:38:11.186Z
0.79;200;20.08;43.81;731;1227.79;0.13;25.23;24.4;1013.91;0;2022-05-12T12:38:22.165Z
1.06;175;20.09;43.88;737;1238.39;0.13;25.23;24.4;1013.91;0;2022-05-12T12:38:33.135Z
0.69;308;20.09;43.97;740;1251.81;0.13;25.23;24.41;1013.94;0;2022-05-12T12:38:44.311Z
0.54;108;20.11;43.93;731;1213.12;0.13;25.23;24.41;1013.91;0;2022-05-12T12:38:55.214Z
2.3;180;20.12;43.96;716;1200.8;0.13;25.23;24.43;1013.63;0;2022-05-12T12:39:06.204Z
3;218;20.12;43.58;692;1165.85;0.13;25.37;24.44;1013.97;0;2022-05-12T12:39:17.150Z
2.51;178;20.11;43.27;438;755.08;0.13;25.37;24.44;1013.85;0;2022-05-12T12:39:28.063Z
2.11;208;20.11;43.48;401;697.67;0.13;25.37;24.46;1013.88;0;2022-05-12T12:39:39.086Z
2.66;208;20.11;43.84;397;690.34;0.13;25.37;24.46;1013.88;0;2022-05-12T12:39:50.086Z
2.39;173;20.06;42.91;402;828.72;0.13;25.37;24.47;1013.91;0;2022-05-12T12:40:01.013Z
2.35;140;20.04;42.63;673;1138.24;0.13;25.5;24.46;1013.88;0;2022-05-12T12:40:12.014Z
1.37;175;20.01;42.75;642;1078.17;0.13;25.5;24.46;1013.85;0;2022-05-12T12:40:23.049Z
1.9;195;20.01;42.96;709;1185.66;0.13;25.51;24.46;1013.91;0;2022-05-12T12:40:33.996Z
2.13;155;20;43.29;737;1237.61;0.13;25.5;24.44;1013.91;0;2022-05-12T12:40:44.908Z
1.83;215;19.98;43.43;744;1244.95;0.13;25.5;24.44;1013.94;0;2022-05-12T12:40:55.909Z
3.31;200;19.97;43.32;726;1210.94;0.13;25.5;24.44;1013.91;0;2022-05-12T12:41:07.810Z
2.65;198;19.95;42.96;712;1182.08;0.13;25.5;24.44;1013.88;0;2022-05-12T12:41:18.713Z
2.14;198;19.92;42.86;723;1206.41;0.13;25.37;24.44;1013.88;0;2022-05-12T12:41:29.955Z
1.22;225;19.89;42.63;714;1193.93;0.13;25.37;24.43;1013.85;0;2022-05-12T12:41:40.869Z
2.46;150;19.86;42.84;715;1200.8;0.13;25.37;24.43;1013.85;0;2022-05-12T12:41:51.784Z
1.88;145;19.84;43.2;696;1170.69;0.13;25.37;24.43;1013.88;0;2022-05-12T12:42:02.720Z
1.25;248;19.81;43.4;731;1229.35;0.13;25.37;24.43;1013.85;0;2022-05-12T12:42:13.777Z
0.59;180;19.79;43.46;736;1234.18;0.13;25.37;24.43;1013.85;0;2022-05-12T12:42:24.680Z
1.73;198;19.79;43.6;735;1232.31;0.13;25.5;24.43;1013.85;0;2022-05-12T12:42:35.648Z
1.91;173;19.78;43.55;744;1245.88;0.13;25.5;24.43;1013.88;0;2022-05-12T12:42:46.550Z
2.42;238;19.78;43.53;699;1179.58;0.13;25.5;24.43;1013.88;0;2022-05-12T12:42:57.463Z
2.21;245;19.78;43.44;704;1183.48;0.13;25.5;24.43;1013.88;0;2022-05-12T12:43:08.420Z
3.29;245;19.76;43.35;705;1185.35;0.13;25.51;24.44;1013.88;0;2022-05-12T12:43:19.388Z
2.8;245;19.75;43.26;684;1149.78;0.13;25.5;24.44;1013.94;0;2022-05-12T12:43:30.333Z
2.71;218;19.71;43.08;646;1121.39;0.13;25.5;24.46;1013.59;0;2022-05-12T12:43:41.260Z
1.56;235;19.68;42.96;680;1149.94;0.13;25.5;24.46;1013.85;0;2022-05-12T12:43:52.164Z
1.45;230;19.67;43.09;676;1141.36;0.13;25.5;24.46;1013.85;0;2022-05-12T12:44:03.078Z
1.88;245;19.65;43.4;678;1145.57;0.13;25.5;24.47;1013.85;0;2022-05-12T12:44:13.958Z
1.28;248;19.65;43.63;705;1188.32;0.13;25.51;24.47;1013.85;0;2022-05-12T12:44:24.873Z
0.88;228;19.64;43.79;711;1198.61;0.13;25.5;24.49;1013.85;0;2022-05-12T12:44:35.799Z
0.65;268;19.64;43.97;716;1204.54;0.13;25.5;24.49;1013.85;0;2022-05-12T12:44:46.812Z
1.07;275;19.65;44.1;716;1202.98;0.13;25.5;24.49;1013.85;0;2022-05-12T12:44:57.750Z
1.05;245;19.67;44.2;713;1197.52;0.13;25.5;24.51;1013.81;0;2022-05-12T12:45:08.708Z
1.89;255;19.68;44.15;702;1177.86;0.13;25.51;24.52;1013.88;0;2022-05-12T12:45:19.665Z
1.69;215;19.7;44.1;688;1127.94;0.13;25.5;24.52;1013.94;0;2022-05-12T12:45:30.635Z
5.81;215;19.7;43.77;667;1125.6;0.13;25.5;24.55;1013.72;0;2022-05-12T12:45:41.779Z
4.75;288;19.68;43.73;660;1111.09;0.13;25.51;24.57;1013.81;0;2022-05-12T12:45:52.771Z
2.94;278;19.68;43.83;675;1140.89;0.13;25.5;24.58;1013.81;0;2022-05-12T12:46:03.738Z
3.25;245;19.67;43.69;681;1148.22;0.13;25.5;24.58;1013.88;0;2022-05-12T12:46:14.664Z
4.46;235;19.67;43.74;667;1126.54;0.13;25.5;24.58;1013.85;0;2022-05-12T12:46:25.821Z
2.6;175;19.65;43.73;667;1125.91;0.13;25.5;24.58;1013.85;0;2022-05-12T12:46:36.703Z
2.22;248;19.65;43.48;664;1118.74;0.13;25.5;24.58;1013.85;0;2022-05-12T12:46:47.857Z
2.97;268;19.64;43.2;637;1076.77;0.13;25.5;24.6;1013.78;0;2022-05-12T12:46:58.838Z
2.38;173;19.64;43.38;629;1062.73;0.13;25.5;24.58;1013.72;0;2022-05-12T12:47:09.752Z
3.4;268;19.62;43.59;646;1104.7;0.13;25.51;24.58;1013.85;0;2022-05-12T12:47:20.687Z
4.08;288;19.6;43.41;649;1079.89;0.13;25.5;24.58;1013.78;0;2022-05-12T12:47:31.590Z
4.07;253;19.6;43.36;656;1106.1;0.13;25.5;24.58;1013.81;0;2022-05-12T12:47:42.524Z
3.12;195;19.59;43.41;622;1055.4;0.13;25.5;24.58;1013.78;0;2022-05-12T12:47:53.558Z
3.27;188;19.59;43.54;593;1000.17;0.13;25.5;24.58;1013.81;0;2022-05-12T12:48:04.462Z
1.56;195;19.59;44.08;577;984.1;0.13;25.5;24.58;1013.85;0;2022-05-12T12:48:15.353Z
2.17;223;19.6;44.33;603;1024.2;0.13;25.5;24.58;1013.88;0;2022-05-12T12:48:26.288Z
1.4;305;19.62;44.33;608;1031.37;0.13;25.5;24.58;1013.85;0;2022-05-12T12:48:37.225Z
1.93;223;19.62;44.14;617;1045.1;0.13;25.51;24.58;1013.81;0;2022-05-12T12:48:48.140Z
2.58;245;19.64;43.81;644;1087.85;0.13;25.5;24.58;1013.78;0;2022-05-12T12:48:59.097Z
2.35;198;19.65;43.56;634;1069.13;0.13;25.5;24.58;1013.81;0;2022-05-12T12:49:09.989Z
2.62;225;19.65;43.71;613;1034.34;0.13;25.37;24.58;1013.78;0;2022-05-12T12:49:20.882Z
1.5;218;19.67;43.68;616;1043.07;0.13;25.37;24.58;1013.81;0;2022-05-12T12:49:31.819Z
0.88;180;19.68;43.8;612;1033.71;0.13;25.37;24.58;1013.85;0;2022-05-12T12:49:42.733Z
2.22;238;19.7;44.02;614;1040.89;0.13;25.37;24.58;1013.85;0;2022-05-12T12:49:53.670Z
2.35;8;19.73;44.4;603;1019.05;0.13;25.37;24.58;1013.88;0;2022-05-12T12:50:04.650Z
1.55;115;19.76;44.8;602;1020.76;0.13;25.37;24.58;1013.85;0;2022-05-12T12:50:15.586Z
1.21;135;19.78;44.49;609;1026.54;0.13;25.37;24.58;1013.88;0;2022-05-12T12:50:26.510Z
2.05;178;19.79;43.96;624;1055.87;0.13;25.37;24.58;1013.81;0;2022-05-12T12:50:37.447Z
3.12;210;19.81;43.84;644;1087.53;0.13;25.37;24.58;1013.85;0;2022-05-12T12:50:48.359Z
3.64;198;19.81;43.88;646;1089.09;0.13;25.37;24.6;1013.81;0;2022-05-12T12:51:00.350Z
2;140;19.81;44.16;651;1095.18;0.13;25.37;24.58;1013.85;0;2022-05-12T12:51:11.393Z
1.51;195;19.82;44.07;637;1075.37;3.57;29.15;24.6;1013.59;0;2022-05-12T12:51:22.362Z
3.73;198;19.82;43.88;630;1063.98;0.13;25.37;24.6;1013.85;0;2022-05-12T12:51:33.331Z
2.92;265;19.81;43.76;621;1051.65;0.13;25.36;24.6;1013.85;0;2022-05-12T12:51:44.388Z
1.28;158;19.79;43.58;619;1046.97;0.13;25.37;24.6;1013.85;0;2022-05-12T12:51:55.302Z
2.43;235;19.79;43.46;627;1056.8;0.13;25.37;24.6;1013.85;0;2022-05-12T12:52:06.214Z
1.31;310;19.79;43.46;630;1064.29;0.13;25.37;24.6;1013.81;0;2022-05-12T12:52:17.172Z
0.92;198;19.79;43.43;616;1037.77;0.13;25.37;24.58;1013.81;0;2022-05-12T12:52:28.097Z
0.89;245;19.79;43.41;621;1049.94;0.13;25.37;24.58;1013.81;0;2022-05-12T12:52:39.001Z
0.87;148;19.79;43.53;630;1062.26;0.13;25.36;24.58;1013.78;0;2022-05-12T12:52:49.925Z
1.58;155;19.81;43.47;639;1077.55;0.13;25.37;24.6;1013.75;0;2022-05-12T12:53:00.925Z
1.73;208;19.79;43.29;635;1068.5;0.13;25.37;24.6;1013.78;0;2022-05-12T12:53:11.905Z
1.04;230;19.79;43.3;636;1073.96;0.13;25.37;24.6;1013.81;0;2022-05-12T12:53:22.829Z
1.73;253;19.79;43.52;630;1063.98;0.13;25.36;24.62;1013.78;0;2022-05-12T12:53:33.777Z
1.89;215;19.79;43.93;645;1089.41;0.13;25.37;24.62;1013.78;0;2022-05-12T12:53:44.702Z
1.47;178;19.81;44.25;637;1073.81;0.13;25.37;24.62;1013.75;0;2022-05-12T12:53:55.638Z
1.16;148;19.82;44.15;631;1063.98;0.13;25.36;24.62;1013.78;0;2022-05-12T12:54:06.618Z
1.09;235;19.82;44.09;616;1043.54;0.13;25.37;24.62;1013.78;0;2022-05-12T12:54:17.543Z
1;255;19.82;44.13;633;1071.15;0.13;25.37;24.63;1013.75;0;2022-05-12T12:54:28.457Z
0.74;215;19.84;44.23;653;1104.54;0.13;25.37;24.63;1013.75;0;2022-05-12T12:54:39.359Z
0.62;248;19.86;44.32;660;1112.03;0.13;25.37;24.63;1013.75;0;2022-05-12T12:54:50.338Z
0.42;268;19.9;44.53;650;1091.43;0.13;25.36;24.63;1013.75;0;2022-05-12T12:55:01.319Z
1.02;165;19.93;44.66;644;1086.13;0.13;25.37;24.66;1013.78;0;2022-05-12T12:55:12.245Z
1.53;228;19.95;44.55;639;1077.08;0.13;25.37;24.66;1013.78;0;2022-05-12T12:55:23.147Z
1.51;238;19.97;44.43;636;1073.81;0.13;25.37;24.68;1013.75;0;2022-05-12T12:55:34.050Z
1.45;150;20;44.24;624;1052.28;0.13;25.37;24.69;1013.75;0;2022-05-12T12:55:44.977Z
1.18;188;20.01;44.1;627;1061.01;3.6;29.19;24.71;1013.47;0;2022-05-12T12:55:55.903Z
1.68;208;20.03;44.23;623;1052.74;0.13;25.37;24.71;1013.78;0;2022-05-12T12:56:06.839Z
1.4;215;20.03;44.42;640;1078.8;0.13;25.36;24.73;1013.81;0;2022-05-12T12:56:17.764Z
2.08;180;20.04;44.64;636;1066.47;0.13;25.37;24.73;1013.78;0;2022-05-12T12:56:28.646Z
3.08;180;20.06;44.16;638;1070.22;0.13;25.37;24.74;1013.75;0;2022-05-12T12:56:39.646Z
2.17;198;20.06;44.31;637;1070.69;0.13;25.36;24.76;1013.78;0;2022-05-12T12:56:50.582Z
1.6;208;20.06;44.55;648;1089.41;0.13;25.5;24.76;1013.78;0;2022-05-12T12:57:01.528Z
2.38;175;20.06;44.78;654;1094.71;0.13;25.5;24.77;1013.75;0;2022-05-12T12:57:12.551Z
1.99;208;20.08;45.06;644;1079.58;0.13;25.51;24.77;1013.78;0;2022-05-12T12:57:23.454Z
2.21;218;20.08;44.83;642;1078.02;0.13;25.5;24.77;1013.81;0;2022-05-12T12:57:34.400Z
2.96;255;20.09;43.59;599;1011.71;0.13;25.5;24.77;1013.78;0;2022-05-12T12:57:45.327Z
2.41;253;20.08;42.88;440;756.95;0.13;25.5;24.77;1013.75;0;2022-05-12T12:57:56.307Z
2.21;195;20.06;42.74;426;733.86;0.13;25.5;24.79;1013.78;0;2022-05-12T12:58:07.253Z
1.91;178;20.06;42.67;444;770.37;0.13;25.64;24.79;1013.75;0;2022-05-12T12:58:18.166Z
2.04;208;20.04;42.83;562;976.77;0.13;25.64;24.79;1013.75;0;2022-05-12T12:58:29.201Z
1.39;238;20.04;42.7;438;731.84;0.13;25.64;24.77;1013.75;0;2022-05-12T12:58:40.126Z
2.57;170;20.03;42.81;406;699.39;0.13;25.64;24.77;1013.72;0;2022-05-12T12:58:51.030Z
4.26;198;20.03;42.95;400;688.47;0.13;25.64;24.76;1013.69;0;2022-05-12T12:59:01.932Z
2.8;295;20.01;42.94;395;679.73;0.13;25.64;24.76;1013.59;0;2022-05-12T12:59:12.944Z
2.15;255;20;42.76;390;670.52;0.13;25.77;24.74;1013.66;0;2022-05-12T12:59:23.902Z
2.3;305;19.97;42.82;386;663.97;0.13;25.77;24.74;1013.78;0;2022-05-12T12:59:34.848Z
2.81;260;19.97;43.15;383;659.45;0.13;25.77;24.73;1013.66;0;2022-05-12T12:59:45.806Z
3.52;200;19.95;42.99;382;657.11;0.13;25.77;24.71;1013.69;0;2022-05-12T12:59:56.744Z
2.82;163;19.93;43.04;382;656.95;0.13;25.77;24.69;1013.72;0;2022-05-12T13:00:07.679Z
1.56;190;19.93;43.3;382;658.98;0.13;25.77;24.69;1013.72;0;2022-05-12T13:00:18.736Z
1.74;255;19.92;43.39;386;665.69;0.13;25.64;24.68;1013.75;0;2022-05-12T13:00:29.727Z
1.36;208;19.92;43.36;392;674.58;0.13;25.64;24.66;1013.72;0;2022-05-12T13:00:40.848Z
1.19;218;19.93;43.96;396;681.91;0.13;25.64;24.63;1013.78;0;2022-05-12T13:00:51.827Z
1.93;238;19.95;44.01;399;685.81;0.13;25.63;24.62;1013.72;0;2022-05-12T13:01:02.829Z
1.67;188;19.95;43.82;405;695.95;0.13;25.64;24.62;1013.75;0;2022-05-12T13:01:13.819Z
2.19;200;19.95;43.72;415;714.67;0.13;25.64;24.6;1013.72;0;2022-05-12T13:01:24.810Z
2.87;235;19.95;43.29;450;776.92;0.13;25.64;24.58;1013.66;0;2022-05-12T13:01:35.856Z
1.83;245;19.93;42.93;499;856.02;0.13;25.63;24.57;1013.72;0;2022-05-12T13:01:46.990Z
1.32;198;19.93;43;569;964.91;0.13;25.64;24.57;1013.72;0;2022-05-12T13:01:57.968Z
1.89;213;19.92;43.21;554;936.67;0.13;25.64;24.55;1013.69;0;2022-05-12T13:02:09.068Z
1.92;178;19.92;43.48;563;953.06;0.13;25.63;24.55;1013.66;0;2022-05-12T13:02:20.059Z
2.35;215;19.92;43.29;586;967.56;0.13;25.64;24.54;1013.66;0;2022-05-12T13:02:31.094Z
1.35;188;19.92;43.41;584;986.6;0.13;25.5;24.54;1013.75;0;2022-05-12T13:02:42.075Z
3.73;198;19.92;43.58;585;989.56;0.13;25.5;24.54;1013.78;0;2022-05-12T13:02:53.153Z
3.01;163;19.9;43.34;603;1014.21;0.13;25.5;24.54;1013.75;0;2022-05-12T13:03:04.362Z
3.36;235;19.89;43.14;612;1032.62;0.13;25.5;24.54;1013.72;0;2022-05-12T13:03:15.429Z
3.15;208;19.87;43.12;606;1021.86;0.13;25.5;24.52;1013.75;0;2022-05-12T13:03:26.408Z
2.41;178;19.86;43.25;617;1039.64;0.13;25.5;24.52;1013.69;0;2022-05-12T13:03:37.586Z
1.86;175;19.84;43.22;615;1034.02;3.57;29.28;24.52;1013.41;0;2022-05-12T13:03:48.645Z
1.78;175;19.81;43.57;599;1007.97;0.13;25.5;24.52;1013.69;0;2022-05-12T13:03:59.678Z
1.18;168;19.79;43.88;600;1001.42;0.13;25.5;24.52;1013.69;0;2022-05-12T13:04:10.736Z
1.4;198;19.79;44.01;598;1007.97;0.13;25.5;24.52;1013.69;0;2022-05-12T13:04:21.705Z
2.73;198;19.79;44.14;606;1019.2;0.13;25.5;24.52;1013.75;0;2022-05-12T13:04:32.828Z
3.17;190;19.79;43.88;605;1018.11;0.13;25.5;24.51;1013.81;0;2022-05-12T13:04:43.929Z
2.61;208;19.78;43.81;612;1031.22;0.13;25.5;24.51;1013.69;0;2022-05-12T13:04:55.129Z
2.68;228;19.76;43.89;626;1052.28;0.13;25.5;24.52;1013.69;0;2022-05-12T13:05:06.132Z
2.76;198;19.76;43.95;638;1073.34;0.13;25.5;24.52;1013.69;0;2022-05-12T13:05:17.121Z
