wind_speed;wind_direction;air_temperature;air_relhumidity;smp10;pqsl;soil_moisture;soil_tempblue;soil_tempred;air_pressure;precipitation;created_at
3.03;245;19.01;48.4;344;577.08;0.13;24.16;22.84;1014.16;0;2022-05-12T11:34:54.882Z
3.01;268;18.99;48.39;340;569.12;0.13;24.16;22.82;1014.16;0;2022-05-12T11:35:05.862Z
2.44;53;18.98;48.38;336;564.75;0.13;24.16;22.82;1014.16;0;2022-05-12T11:35:16.799Z
1.63;218;18.94;48.63;333;559.29;0.13;24.16;22.82;1014.19;0;2022-05-12T11:35:27.701Z
2.52;145;18.93;48.76;329;551.96;0.13;24.16;22.82;1014.16;0;2022-05-12T11:35:39.020Z
2.23;235;18.93;48.87;325;543.38;0.13;24.16;22.81;1014.16;0;2022-05-12T11:35:49.988Z
2.8;223;18.91;49.01;320;535.11;0.13;24.16;22.81;1014.16;0;2022-05-12T11:36:00.935Z
2.72;260;18.9;48.96;312;521.54;0.13;24.16;22.79;1014.16;0;2022-05-12T11:36:11.904Z
3.31;200;18.88;48.82;309;515.14;0.13;24.02;22.79;1014.13;0;2022-05-12T11:36:24.978Z
1.93;270;18.87;48.91;306;509.99;0.13;24.02;22.77;1014.16;0;2022-05-12T11:36:35.882Z
1.12;278;18.85;49.01;304;505.62;0.13;24.02;22.77;1014.16;0;2022-05-12T11:36:48.926Z
1.21;168;18.84;48.86;301;501.41;0.13;24.02;22.76;1014.13;0;2022-05-12T11:37:02.078Z
1.44;320;18.84;48.78;300;500.01;0.13;24.02;22.76;1014.1;0;2022-05-12T11:37:15.593Z
2.52;228;18.82;48.77;300;500.48;0.13;24.02;22.74;1014.13;0;2022-05-12T11:37:26.507Z
2.18;255;18.82;48.68;300;500.94;0.13;24.02;22.74;1014.16;0;2022-05-12T11:37:40.009Z
1.29;255;18.82;48.87;302;504.84;0.13;24.02;22.73;1014.13;0;2022-05-12T11:37:53.250Z
1.67;258;18.82;48.83;304;510.46;0.13;24.02;22.73;1014.13;0;2022-05-12T11:38:04.208Z
1.54;308;18.84;48.83;308;516.7;0.13;24.02;22.71;1014.1;0;2022-05-12T11:38:15.133Z
0.89;230;18.84;48.87;312;524.19;0.13;24.02;22.71;1014.1;0;2022-05-12T11:38:26.169Z
0.65;288;18.84;49;315;531.99;3.54;27.78;22.71;1013.81;0;2022-05-12T11:38:37.214Z
0.76;208;18.85;49.15;318;536.05;0.13;23.89;22.71;1014.13;0;2022-05-12T11:38:49.074Z
1.1;285;18.85;49.26;320;540.73;0.13;23.89;22.71;1014.1;0;2022-05-12T11:39:00.108Z
1.92;248;18.87;49.13;325;548.53;0.13;23.89;22.71;1014.1;0;2022-05-12T11:39:11.087Z
1.68;260;18.88;48.97;327;553.52;0.13;23.89;22.7;1014.13;0;2022-05-12T11:39:22.067Z
1.68;260;18.9;48.81;330;558.51;0.13;23.89;22.71;1014.19;0;2022-05-12T11:39:32.983Z
2.47;350;18.9;48.78;333;563.66;0.13;23.89;22.71;1014.13;0;2022-05-12T11:39:44.005Z
3.08;303;18.9;48.6;336;569.74;0.13;23.89;22.7;1014.13;0;2022-05-12T11:39:55.194Z
1.95;258;18.9;48.55;340;575.52;0.13;23.89;22.7;1014.16;0;2022-05-12T11:40:06.296Z
1.47;235;18.91;48.59;343;582.38;0.13;23.89;22.7;1014.16;0;2022-05-12T11:40:18.000Z
1.91;248;18.91;48.59;348;589.87;0.13;23.89;22.7;1014.16;0;2022-05-12T11:40:29.001Z
1.17;295;18.91;48.62;353;598.92;0.13;23.89;22.7;1014.13;0;2022-05-12T11:40:39.935Z
1.45;215;18.91;48.6;361;611.55;0.13;23.89;22.7;1014.16;0;2022-05-12T11:40:50.904Z
1.39;25;18.93;48.66;383;650.56;0.13;23.89;22.7;1014.13;0;2022-05-12T11:41:01.820Z
1.73;348;18.94;48.72;410;698.61;0.13;23.89;22.7;1014.13;0;2022-05-12T11:41:12.723Z
1.64;115;18.96;48.59;511;880.36;0.13;23.89;22.71;1014.13;0;2022-05-12T11:41:23.680Z
1.63;290;18.96;48.44;708;1181.92;0.13;23.89;22.71;1014.13;0;2022-05-12T11:41:34.637Z
1.89;300;18.96;48.3;748;1233.25;0.13;23.89;22.71;1014.13;0;2022-05-12T11:41:45.596Z
1.31;55;18.98;48.21;803;1327.79;0.13;23.89;22.73;1014.13;0;2022-05-12T11:41:56.510Z
1.93;275;18.99;48.21;848;1405.32;0.13;23.89;22.73;1014.1;0;2022-05-12T11:42:07.491Z
1.85;328;18.99;48.11;843;1393.47;0.13;23.89;22.74;1014.06;0;2022-05-12T11:42:18.415Z
1.79;328;18.99;47.94;812;1349.16;0.13;23.89;22.76;1014.1;0;2022-05-12T11:42:29.362Z
1.3;335;19.01;47.97;830;1382.23;0.13;23.89;22.76;1014.13;0;2022-05-12T11:42:40.417Z
1.88;20;19.04;48.09;840;1398.93;0.13;23.89;22.81;1014.16;0;2022-05-12T11:42:51.375Z
2.25;280;19.04;48.03;842;1400.33;3.57;27.67;22.82;1013.88;0;2022-05-12T11:43:03.300Z
2.14;270;19.05;48.02;801;1339.8;0.13;23.89;22.85;1014.1;0;2022-05-12T11:43:14.246Z
1.33;338;19.05;47.87;800;1327.48;0.13;23.89;22.87;1014.13;0;2022-05-12T11:43:25.214Z
1.67;245;19.07;47.87;814;1361.49;0.13;23.89;22.88;1014.13;0;2022-05-12T11:43:36.252Z
1.58;298;19.07;47.85;855;1429.35;0.13;23.89;22.92;1014.13;0;2022-05-12T11:43:47.220Z
1.58;275;19.07;47.86;880;1468.66;0.13;23.89;22.93;1014.16;0;2022-05-12T11:43:58.275Z
1.59;278;19.09;47.94;858;1431.07;0.13;23.89;22.95;1014.16;0;2022-05-12T11:44:09.210Z
1;163;19.1;48.02;880;1464.76;0.13;23.89;22.98;1014.13;0;2022-05-12T11:44:20.178Z
1.09;335;19.13;48.14;868;1446.04;0.13;23.89;23.03;1014.16;0;2022-05-12T11:44:31.182Z
0.92;105;19.15;48.19;892;1472.25;0.13;23.89;23.06;1014.1;0;2022-05-12T11:44:42.151Z
1.67;28;19.18;48.05;875;1455.25;0.13;23.89;23.09;1014.1;0;2022-05-12T11:44:53.065Z
1.11;178;19.2;48.06;852;1420.77;0.13;23.89;23.12;1014.13;0;2022-05-12T11:45:03.978Z
1.96;308;19.23;48.14;844;1412.81;0.13;23.89;23.15;1014.13;0;2022-05-12T11:45:14.901Z
2.05;305;19.26;47.93;818;1365.39;0.13;23.89;23.17;1014.16;0;2022-05-12T11:45:26.045Z
3.1;248;19.27;47.67;844;1415.31;0.13;23.89;23.2;1014.13;0;2022-05-12T11:45:36.991Z
2.71;275;19.29;47.37;862;1436.21;0.13;23.89;23.23;1014.13;0;2022-05-12T11:45:47.948Z
3.7;228;19.29;47.26;846;1412.19;0.13;23.89;23.26;1014.1;0;2022-05-12T11:45:58.917Z
2.84;238;19.29;47.08;838;1399.71;0.13;23.89;23.29;1014.13;0;2022-05-12T11:46:09.854Z
1.26;150;19.29;46.82;842;1409.22;0.13;23.89;23.34;1014.1;0;2022-05-12T11:46:20.911Z
0.69;308;19.31;46.95;821;1372.25;0.13;24.03;23.36;1014.06;0;2022-05-12T11:46:31.835Z
1.2;35;19.31;47.17;817;1370.38;0.13;24.03;23.39;1014.13;0;2022-05-12T11:46:42.924Z
1.48;235;19.32;47.28;811;1356.81;0.13;24.02;23.4;1014.13;0;2022-05-12T11:46:54.004Z
3.46;245;19.35;47.23;818;1365.23;0.13;24.03;23.42;1014.13;0;2022-05-12T11:47:05.005Z
2.32;255;19.35;46.95;798;1334.03;0.13;24.03;23.45;1014.13;0;2022-05-12T11:47:16.019Z
1.57;270;19.37;46.95;801;1336.21;0.13;24.03;23.47;1014.13;0;2022-05-12T11:47:26.945Z
2.15;243;19.38;46.93;798;1335.43;0.13;24.16;23.48;1014.13;0;2022-05-12T11:47:37.913Z
1.88;248;19.4;46.83;797;1332.78;0.13;24.16;23.5;1014.1;0;2022-05-12T11:47:48.859Z
1.12;235;19.4;47.05;784;1317.96;0.13;24.16;23.53;1014.13;0;2022-05-12T11:47:59.849Z
0.38;218;19.45;47.3;366;613.58;0.13;24.16;23.53;1014.1;0;2022-05-12T11:48:10.785Z
0.64;230;19.48;47.57;320;560.85;0.13;24.16;23.56;1014.06;0;2022-05-12T11:48:21.689Z
0.74;248;19.49;47.48;315;550.55;0.13;24.16;23.58;1014.1;0;2022-05-12T11:48:32.604Z
1.2;328;19.51;47.31;311;543.69;0.13;24.16;23.59;1014.06;0;2022-05-12T11:48:43.528Z
1.59;180;19.54;47.1;309;539.48;0.13;24.16;23.59;1014.06;0;2022-05-12T11:48:54.771Z
1.35;320;19.56;47;307;536.67;0.13;24.16;23.59;1014.1;0;2022-05-12T11:49:06.265Z
1.79;248;19.57;46.94;306;534.64;0.13;24.16;23.61;1014.06;0;2022-05-12T11:49:17.332Z
1.71;238;19.57;47.03;305;533.39;0.13;24.16;23.61;1014.1;0;2022-05-12T11:49:28.642Z
1.5;70;19.59;47.15;306;533.39;0.13;24.16;23.61;1014.06;0;2022-05-12T11:49:39.655Z
1.17;55;19.6;47.08;307;535.42;0.13;24.16;23.61;1014.03;0;2022-05-12T11:49:50.600Z
1.06;288;19.62;46.66;331;582.85;0.13;24.29;23.59;1014.06;0;2022-05-12T11:50:01.568Z
1.77;148;19.64;46.4;369;653.05;0.13;24.3;23.58;1014.03;0;2022-05-12T11:50:12.571Z
1.54;98;19.65;46.16;379;668.5;0.13;24.3;23.56;1014.1;0;2022-05-12T11:50:23.516Z
1.86;188;19.65;46.01;575;997.36;0.13;24.3;23.56;1014.03;0;2022-05-12T11:50:34.486Z
2.03;295;19.65;45.78;350;606.56;0.13;24.3;23.55;1014.03;0;2022-05-12T11:50:45.456Z
2.03;315;19.67;45.55;349;601.57;3.56;28.06;23.53;1013.78;0;2022-05-12T11:50:56.404Z
1.75;260;19.67;45.74;573;1038.55;0.13;24.43;23.51;1014.1;0;2022-05-12T11:51:07.328Z
1.8;275;19.67;45.8;347;585.81;0.13;24.43;23.5;1014.03;0;2022-05-12T11:51:18.494Z
1.11;255;19.68;46;321;556.17;0.13;24.43;23.5;1014.1;0;2022-05-12T11:51:29.465Z
2.56;288;19.7;46.22;304;529.8;0.13;24.43;23.47;1014.03;0;2022-05-12T11:51:41.422Z
2.53;5;19.7;45.93;300;522.78;0.13;24.43;23.45;1014.06;0;2022-05-12T11:51:52.369Z
1.29;308;19.68;45.76;296;517.01;0.13;24.43;23.44;1014.06;0;2022-05-12T11:52:03.415Z
0.76;208;19.68;45.77;293;511.71;0.13;24.43;23.42;1014.03;0;2022-05-12T11:52:14.439Z
0.95;303;19.68;45.82;290;506.09;0.13;24.43;23.4;1014.03;0;2022-05-12T11:52:25.573Z
2.05;135;19.7;45.89;287;500.94;0.13;24.43;23.4;1014;0;2022-05-12T11:52:36.488Z
1.32;48;19.7;45.84;285;496.57;0.13;24.43;23.37;1014;0;2022-05-12T11:52:47.435Z
1.34;148;19.71;45.84;283;494.55;0.13;24.43;23.36;1014;0;2022-05-12T11:52:58.479Z
0.9;308;19.71;45.9;283;494.08;0.13;24.43;23.34;1014.06;0;2022-05-12T11:53:09.438Z
1.35;295;19.71;45.84;282;493.61;0.13;24.56;23.34;1014;0;2022-05-12T11:53:20.418Z
1.82;140;19.73;45.75;283;497.67;0.13;24.56;23.33;1014;0;2022-05-12T11:53:31.419Z
1.63;235;19.75;45.79;289;504.38;0.13;24.56;23.29;1014.03;0;2022-05-12T11:53:42.332Z
0.93;228;19.75;45.67;301;526.37;0.13;24.56;23.28;1014.03;0;2022-05-12T11:53:53.411Z
0.62;180;19.75;45.71;417;747.59;0.13;24.56;23.28;1014.06;0;2022-05-12T11:54:04.346Z
0.79;268;19.75;45.74;623;1092.22;0.13;24.56;23.26;1014.06;0;2022-05-12T11:54:15.315Z
1.28;248;19.75;45.76;327;559.45;0.13;24.43;23.25;1014.03;0;2022-05-12T11:54:26.252Z
1.18;280;19.75;45.7;312;540.26;0.13;24.43;23.25;1014.06;0;2022-05-12T11:54:37.144Z
0.75;165;19.76;45.74;311;540.57;0.13;24.43;23.23;1014;0;2022-05-12T11:54:48.112Z
2.63;243;19.76;45.86;315;548.37;0.13;24.43;23.23;1014.03;0;2022-05-12T11:54:59.047Z
2.38;288;19.75;45.85;324;563.03;0.13;24.43;23.22;1014.03;0;2022-05-12T11:55:09.994Z
1.6;168;19.73;46.32;342;951.96;3.56;24.43;23.22;1014.06;0;2022-05-12T11:55:20.941Z
3.4;208;19.73;46.64;781;1314.37;0.13;24.29;23.2;1013.91;0;2022-05-12T11:55:32.384Z
2.74;248;19.7;46.12;792;1326.85;0.13;24.29;23.18;1014.06;0;2022-05-12T11:55:43.572Z
2.07;235;19.67;46.01;819;1371.78;0.13;24.3;23.18;1014;0;2022-05-12T11:55:54.474Z
2.03;248;19.64;46.06;838;1401.27;0.13;24.29;23.18;1014;0;2022-05-12T11:56:05.390Z
0.86;118;19.62;46.07;844;1413.9;0.13;24.29;23.18;1014;0;2022-05-12T11:56:16.314Z
0.92;288;19.6;45.91;857;1437.93;0.13;24.3;23.18;1014.03;0;2022-05-12T11:56:27.206Z
0.45;248;19.6;45.99;860;1440.43;0.13;24.29;23.2;1014.03;0;2022-05-12T11:56:38.229Z
0.31;268;19.6;46.25;855;1431.53;0.13;24.3;23.22;1014.03;0;2022-05-12T11:56:49.240Z
0.75;235;19.62;46.53;863;1445.73;0.13;24.3;23.22;1014.03;0;2022-05-12T11:57:00.242Z
1.74;175;19.65;46.72;820;1370.53;0.13;24.3;23.26;1013.88;0;2022-05-12T11:57:11.167Z
2.48;215;19.65;46.36;809;1357.59;0.13;24.3;23.28;1014;0;2022-05-12T11:57:22.061Z
1.12;168;19.65;46.16;827;1387.7;0.13;24.3;23.31;1013.97;0;2022-05-12T11:57:33.040Z
0.75;280;19.67;46.1;811;1363.2;0.13;24.3;23.33;1013.97;0;2022-05-12T11:57:43.974Z
1.46;225;19.68;46.16;834;1393.62;0.13;24.3;23.34;1013.97;0;2022-05-12T11:57:54.920Z
0.86;5;19.68;46.24;831;1393.78;0.13;24.3;23.37;1013.97;0;2022-05-12T11:58:05.912Z
0.68;295;19.71;46.29;839;1403.61;0.13;24.3;23.4;1014;0;2022-05-12T11:58:16.826Z
1.29;275;19.73;46.25;813;1367.1;0.13;24.3;23.42;1014.03;0;2022-05-12T11:58:27.861Z
2.02;245;19.76;46.19;814;1368.35;0.13;24.3;23.45;1014;0;2022-05-12T11:58:38.906Z
2.19;230;19.79;45.88;790;1330.91;3.59;28.09;23.48;1013.75;0;2022-05-12T11:58:49.918Z
1.28;55;19.81;45.89;775;1307.66;0.13;24.56;23.5;1014;0;2022-05-12T11:59:00.844Z
2.47;288;19.86;45.52;743;1248.85;0.13;24.56;23.56;1013.97;0;2022-05-12T11:59:11.790Z
2.41;260;19.86;45.25;736;1248.38;0.13;24.56;23.58;1014.03;0;2022-05-12T11:59:22.727Z
2.23;268;19.86;45.11;744;1259.77;0.13;24.56;23.61;1013.97;0;2022-05-12T11:59:33.639Z
2.74;200;19.86;44.97;746;1255.56;0.13;24.56;23.64;1013.94;0;2022-05-12T11:59:44.793Z
2.7;228;19.86;44.9;737;1241.36;0.13;24.56;23.67;1013.97;0;2022-05-12T11:59:55.762Z
2.29;245;19.86;44.79;752;1269.28;0.13;24.56;23.69;1013.97;0;2022-05-12T12:00:06.686Z
3.12;218;19.86;44.67;780;1314.37;0.13;24.56;23.7;1013.97;0;2022-05-12T12:00:17.624Z
2.08;253;19.84;44.53;782;1310.47;0.13;24.56;23.73;1013.94;0;2022-05-12T12:00:28.549Z
2.29;248;19.82;44.52;771;1291.59;0.13;24.56;23.75;1013.97;0;2022-05-12T12:00:39.440Z
2.82;253;19.81;44.43;762;1275.99;0.13;24.56;23.77;1013.97;0;2022-05-12T12:00:50.408Z
2.01;260;19.76;44.27;765;1259.77;0.13;24.56;23.8;1013.91;0;2022-05-12T12:01:01.343Z
1.9;195;19.75;44.55;750;1259.61;0.13;24.56;23.8;1013.91;0;2022-05-12T12:01:12.288Z
2.54;218;19.73;44.82;750;1258.52;0.13;24.56;23.81;1013.91;0;2022-05-12T12:01:23.322Z
1.94;268;19.71;44.96;747;1260.08;0.13;24.56;23.83;1013.91;0;2022-05-12T12:01:34.214Z
1.61;235;19.71;45;731;1236.83;0.13;24.56;23.84;1013.91;0;2022-05-12T12:01:45.139Z
1.56;125;19.71;45.14;770;1291.28;0.13;24.56;23.84;1013.91;0;2022-05-12T12:01:56.085Z
1.14;223;19.7;45.22;781;1310.94;0.13;24.56;23.86;1013.94;0;2022-05-12T12:02:06.988Z
1.9;293;19.71;45.53;767;1286.76;0.13;24.56;23.86;1013.94;0;2022-05-12T12:02:17.924Z
1.58;248;19.71;45.76;776;1301.11;0.13;24.56;23.88;1013.91;0;2022-05-12T12:02:28.925Z
1.98;280;19.73;45.69;770;1295.96;0.13;24.56;23.88;1013.91;0;2022-05-12T12:02:39.819Z
0.78;150;19.75;45.27;761;1262.26;0.13;24.56;23.89;1013.91;0;2022-05-12T12:02:50.810Z
2.04;265;19.76;45.29;762;1276.93;0.13;24.56;23.92;1013.88;0;2022-05-12T12:03:02.821Z
2.14;200;19.78;45.22;758;1272.56;3.6;28.38;23.92;1013.66;0;2022-05-12T12:03:13.767Z
2.19;230;19.79;45.51;768;1286.45;0.13;24.7;23.95;1013.94;0;2022-05-12T12:03:24.726Z
1.78;255;19.79;45.49;774;1297.37;0.13;24.7;23.95;1013.91;0;2022-05-12T12:03:35.684Z
2.93;170;19.81;45.47;527;884.72;0.13;24.7;23.97;1013.88;0;2022-05-12T12:03:46.653Z
2.6;248;19.81;45.37;395;685.81;0.13;24.7;23.99;1013.94;0;2022-05-12T12:03:57.610Z
3.95;215;19.82;45.42;387;673.02;0.13;24.7;24;1013.97;0;2022-05-12T12:04:08.556Z
1.73;280;19.82;45.47;381;662.57;0.13;24.7;24;1013.94;0;2022-05-12T12:04:19.458Z
2.8;208;19.82;45.44;376;647.44;0.13;24.7;24.02;1013.88;0;2022-05-12T12:04:30.494Z
2.36;223;19.82;45.52;373;646.81;0.13;24.7;24.02;1013.91;0;2022-05-12T12:04:41.419Z
2.85;208;19.82;45.86;374;648.84;0.13;24.69;24.02;1013.94;0;2022-05-12T12:04:52.398Z
2.5;215;19.82;46.1;367;633.55;0.13;24.7;24.02;1013.94;0;2022-05-12T12:05:03.289Z
1.83;228;19.82;46.06;360;621.85;0.13;24.7;24;1013.94;0;2022-05-12T12:05:14.215Z
2.15;245;19.81;45.93;357;616.55;0.13;24.69;23.99;1013.94;0;2022-05-12T12:05:25.141Z
2.04;268;19.81;45.83;355;612.96;0.13;24.83;23.97;1013.91;0;2022-05-12T12:05:36.099Z
1.19;178;19.81;45.76;353;610.31;0.13;24.83;23.97;1013.91;0;2022-05-12T12:05:47.080Z
0.75;213;19.79;45.86;352;607.96;0.13;24.83;23.95;1013.91;0;2022-05-12T12:05:58.016Z
1.73;165;19.81;46.15;350;605;0.13;24.83;23.94;1013.97;0;2022-05-12T12:06:08.941Z
2.57;230;19.81;46.5;348;601.72;0.13;24.83;23.92;1013.85;0;2022-05-12T12:06:19.876Z
3.44;230;19.78;46.41;347;598.92;0.13;24.83;23.91;1013.94;0;2022-05-12T12:06:30.811Z
3.09;198;19.76;45.68;346;596.58;0.13;24.83;23.89;1013.66;0;2022-05-12T12:06:41.781Z
1.76;190;19.73;45.5;345;593.61;0.13;24.83;23.86;1013.91;0;2022-05-12T12:06:52.782Z
1.31;195;19.71;45.62;344;592.36;0.13;24.83;23.84;1013.91;0;2022-05-12T12:07:03.762Z
1.64;228;19.7;45.87;343;590.65;0.13;24.83;23.81;1013.91;0;2022-05-12T12:07:14.686Z
2.38;238;19.68;45.68;342;588.62;0.13;24.83;23.8;1013.85;0;2022-05-12T12:07:25.797Z
2.12;275;19.67;45.59;341;586.59;0.13;24.83;23.78;1013.91;0;2022-05-12T12:07:36.787Z
2.27;188;19.65;45.48;341;585.19;0.13;24.83;23.77;1013.91;0;2022-05-12T12:07:47.766Z
2.41;275;19.64;45.91;340;585.19;0.13;24.83;23.73;1013.97;0;2022-05-12T12:07:58.669Z
1.71;175;19.62;46.21;341;585.97;0.13;24.83;23.72;1013.94;0;2022-05-12T12:08:09.614Z
1.74;195;19.6;46.04;342;592.05;0.13;24.83;23.7;1013.97;0;2022-05-12T12:08:20.694Z
0.87;218;19.6;45.76;348;597.82;0.13;24.83;23.66;1013.88;0;2022-05-12T12:08:31.751Z
0.84;208;19.6;45.79;352;605;0.13;24.83;23.64;1013.94;0;2022-05-12T12:08:43.037Z
0.96;258;19.6;46.07;357;614.67;0.13;24.7;23.62;1013.97;0;2022-05-12T12:08:54.139Z
1.02;228;19.6;46.35;366;630.9;0.13;24.7;23.61;1013.94;0;2022-05-12T12:09:05.284Z
2.09;198;19.62;46.45;382;659.14;0.13;24.7;23.61;1013.94;0;2022-05-12T12:09:16.484Z
1.47;275;19.62;46.21;404;699.23;0.13;24.7;23.59;1013.94;0;2022-05-12T12:09:27.430Z
2.23;275;19.62;46.24;488;843.69;0.13;24.7;23.58;1013.94;0;2022-05-12T12:09:38.378Z
2.11;208;19.62;46.33;711;1226.23;0.13;24.7;23.56;1013.97;0;2022-05-12T12:09:49.303Z
2.35;275;19.6;46.24;802;1332.31;0.13;24.7;23.56;1014;0;2022-05-12T12:10:00.294Z
1.48;308;19.6;46.33;749;1246.2;0.13;24.83;23.55;1014;0;2022-05-12T12:10:11.294Z
1.03;150;19.6;46.4;720;1204.07;0.13;24.83;23.55;1014;0;2022-05-12T12:10:22.209Z
2.08;188;19.6;46.51;731;1213.28;0.13;24.83;23.55;1013.97;0;2022-05-12T12:10:33.112Z
1.65;158;19.6;46.43;718;1195.49;0.13;24.83;23.56;1013.97;0;2022-05-12T12:10:44.167Z
1.75;243;19.59;46;732;1218.89;0.13;24.83;23.56;1013.97;0;2022-05-12T12:10:55.092Z
1.66;275;19.59;45.64;764;1279.89;3.58;28.61;23.56;1013.72;0;2022-05-12T12:11:06.038Z
1.81;260;19.59;45.86;550;911.56;0.13;24.7;23.58;1014;0;2022-05-12T12:11:16.995Z
2;253;19.59;45.85;570;969.44;0.13;24.69;23.59;1014.03;0;2022-05-12T12:11:27.954Z
2.52;253;19.59;45.84;729;1215.77;0.13;24.7;23.59;1013.97;0;2022-05-12T12:11:38.921Z
1.67;45;19.59;46.19;759;1260.7;0.13;24.7;23.61;1013.94;0;2022-05-12T12:11:49.858Z
1.96;35;19.59;46.26;704;1179.58;0.13;24.7;23.61;1013.97;0;2022-05-12T12:12:00.762Z
3.17;228;19.62;46.33;699;1193.31;0.13;24.83;23.64;1014.06;0;2022-05-12T12:12:12.697Z
2.78;225;19.64;45.76;571;977.55;0.13;24.83;23.64;1014;0;2022-05-12T12:12:24.620Z
2.28;255;19.62;45.58;537;941.67;0.13;24.83;23.67;1014;0;2022-05-12T12:12:35.797Z
1.8;220;19.64;45.64;546;949.62;0.13;24.83;23.67;1013.94;0;2022-05-12T12:12:46.745Z
2.16;235;19.64;45.52;518;899.7;0.13;24.83;23.69;1013.94;0;2022-05-12T12:12:57.758Z
1.51;243;19.64;45.53;775;1314.68;0.13;24.83;23.69;1013.97;0;2022-05-12T12:13:08.714Z
1.42;255;19.65;45.54;778;1300.64;0.13;24.83;23.7;1013.97;0;2022-05-12T12:13:19.650Z
1.58;268;19.67;45.52;547;904.38;0.13;24.83;23.72;1013.97;0;2022-05-12T12:13:30.641Z
2.93;250;19.7;45.54;448;776.61;0.13;24.83;23.73;1014;0;2022-05-12T12:13:41.589Z
3.43;225;19.7;45.39;533;927.63;0.13;24.83;23.75;1013.81;0;2022-05-12T12:13:52.470Z
3.4;213;19.7;44.91;717;1225.6;0.13;24.83;23.75;1013.97;0;2022-05-12T12:14:03.394Z
3.09;198;19.7;44.53;820;1367.41;0.13;24.83;23.77;1013.94;0;2022-05-12T12:14:14.386Z
2.5;238;19.68;44.53;748;1237.61;0.13;24.83;23.77;1013.94;0;2022-05-12T12:14:25.400Z
1.38;245;19.67;44.6;814;1341.67;0.13;24.83;23.78;1013.94;0;2022-05-12T12:14:36.302Z
2.03;238;19.65;44.67;826;1367.57;0.13;24.83;23.78;1013.91;0;2022-05-12T12:14:47.260Z
2.32;235;19.65;44.62;798;1319.52;0.13;24.83;23.78;1013.88;0;2022-05-12T12:14:58.205Z
2.51;248;19.64;44.39;848;1410;0.13;24.83;23.8;1013.85;0;2022-05-12T12:15:09.152Z
3.02;230;19.62;44.38;864;1432.94;0.13;24.83;23.81;1013.88;0;2022-05-12T12:15:20.068Z
1.66;268;19.62;44.53;870;1431.53;3.59;28.64;23.83;1013.63;0;2022-05-12T12:15:31.027Z
1.2;135;19.6;44.44;588;1023.73;0.13;24.83;23.83;1013.88;0;2022-05-12T12:15:41.951Z
0.78;135;19.6;44.28;644;1100.64;0.13;24.83;23.84;1013.88;0;2022-05-12T12:15:52.920Z
0.91;200;19.62;44.28;486;837.14;0.13;24.83;23.86;1013.91;0;2022-05-12T12:16:03.866Z
1.91;245;19.62;44.41;535;917.95;0.13;24.83;23.88;1013.91;0;2022-05-12T12:16:14.868Z
1.56;235;19.64;44.45;506;856.64;0.13;24.83;23.89;1013.88;0;2022-05-12T12:16:26.067Z
1.21;315;19.64;44.48;716;1240.74;0.13;24.83;23.91;1013.91;0;2022-05-12T12:16:36.981Z
1.1;318;19.65;44.59;497;858.67;0.13;24.83;23.92;1013.88;0;2022-05-12T12:16:47.948Z
1.64;328;19.68;44.65;722;1259.77;0.13;24.83;23.92;1013.91;0;2022-05-12T12:16:58.864Z
1.46;228;19.7;44.77;551;945.41;0.13;24.83;23.94;1013.91;0;2022-05-12T12:17:09.768Z
1.26;200;19.73;44.84;792;1385.04;0.13;24.83;23.95;1013.88;0;2022-05-12T12:17:20.770Z
1.26;243;19.75;44.97;831;1393.78;0.13;24.83;23.97;1013.91;0;2022-05-12T12:17:31.707Z
1.13;245;19.76;45.12;766;1268.97;0.13;24.83;23.99;1013.88;0;2022-05-12T12:17:42.619Z
1.37;280;19.78;45.2;765;1269.44;0.13;24.96;24;1013.91;0;2022-05-12T12:17:53.556Z
1.35;270;19.79;45.19;738;1234.65;0.13;24.96;24.02;1013.91;0;2022-05-12T12:18:04.470Z
1.11;268;19.82;45.19;652;1095.18;0.13;24.96;24.03;1013.91;0;2022-05-12T12:18:15.405Z
1.36;188;19.86;45.08;595;1020.92;0.13;24.96;24.05;1013.88;0;2022-05-12T12:18:26.374Z
1.42;128;19.89;44.98;423;724.5;0.13;24.96;24.08;1013.91;0;2022-05-12T12:18:37.431Z
1.66;95;19.9;44.9;529;930.59;0.13;24.96;24.1;1013.91;0;2022-05-12T12:18:48.333Z
1.31;208;19.95;44.77;558;936.99;3.59;28.77;24.11;1013.66;0;2022-05-12T12:18:59.225Z
1.5;338;19.97;44.64;406;695.64;0.13;24.96;24.13;1013.85;0;2022-05-12T12:19:10.205Z
1.36;245;20.01;44.3;420;846.5;0.13;24.96;24.14;1013.88;0;2022-05-12T12:19:21.153Z
1.25;5;20.04;44.17;430;710.62;0.13;24.96;24.16;1013.85;0;2022-05-12T12:19:32.100Z
1.42;278;20.06;44.03;379;650.87;0.13;24.96;24.17;1013.81;0;2022-05-12T12:19:43.090Z
2.6;280;20.09;43.86;373;639.17;0.13;24.96;24.17;1013.81;0;2022-05-12T12:19:54.027Z
1.55;180;20.09;43.77;370;635.11;0.13;25.1;24.19;1013.81;0;2022-05-12T12:20:05.021Z
1.73;200;20.11;43.74;369;634.33;0.13;25.1;24.19;1013.85;0;2022-05-12T12:20:16.000Z
